Month;Group;Sports;Result type;Bet slip count 1;No. of bets 1;Bet count;Cancelled;Payback;Won;Total stake;Profit;profit-rate;Bonus;Paid out;Theoretic margin
ene-21;Football - Germany Amateur - Regionalliga West;Football;3-Way;22;22;50;0,89 €;0,00 €;182,84 €;102,25 €;-80,58 €;-78.81% ;0,00 €;182,84 €;6,18 €  /  49,23 €  ( 12.56% )
ene-21;Football - Nigeria - Premier League;Football;Double chance;1;1;5;0,00 €;0,00 €;0,00 €;0,23 €;0,23 €;100.00%;0,00 €;0,00 €;0,05 €  /  0,23 €  ( 20.79% )
ene-21;Football - Nigeria - Premier League;Football;Who wins the half?;4;4;4;0,00 €;0,00 €;5,56 €;13,94 €;8,38 €;60.12%;0,00 €;5,56 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Volleyball - Ukraine - Vyscha Liga, Women;Volleyball;Who will win the set ?;2;2;2;0,00 €;0,00 €;25,22 €;47,95 €;22,73 €;47.41%;0,00 €;25,22 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Ghana - Premier League;Football;Over/Under goals in match;6;6;11;0,00 €;0,00 €;60,28 €;50,61 €;-9,67 €;-19.11% ;0,00 €;60,28 €;0,03 €  /  0,06 €  ( 48.84% )
ene-21;Football - International - African Nations Championship, Knockout stage;Football;Who scores next ?;0;0;1;0,00 €;0,00 €;0,00 €;11,58 €;11,58 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - International - African Nations Championship, Knockout stage;Football;Over/Under goals in match;1;1;8;0,00 €;0,00 €;0,37 €;13,38 €;13,01 €;97.27%;0,00 €;0,37 €;4,79 €  /  12,84 €  ( 37.28% )
ene-21;Football - International - African Nations Championship, Knockout stage;Football;Remaining time 3-way;1;1;5;0,00 €;0,00 €;4,02 €;1,16 €;-2,86 €;-246.46% ;0,20 €;4,22 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - China - CBA;Basketball;Handicap Quarter;43;43;44;0,00 €;0,00 €;926,58 €;679,90 €;-246,68 €;-36.28% ;0,00 €;926,58 €;0,08 €  /  0,21 €  ( 36.23% )
ene-21;Football - Argentina - Primera C;Football;Who scores next ?;0;0;1;0,00 €;0,00 €;0,00 €;0,77 €;0,77 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Argentina - Primera C;Football;Who wins the half?;1;1;3;0,00 €;0,00 €;2,46 €;7,65 €;5,19 €;67.79%;0,00 €;2,46 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Argentina - Primera C;Football;Remaining time 3-way;3;3;11;0,00 €;0,00 €;1,69 €;4,25 €;2,56 €;60.31%;0,00 €;1,69 €;0,00 €  /  0,02 €  ( 2.94% )
ene-21;Football - Morocco - Botola 2;Football;More/less rest of half;0;0;1;0,00 €;0,00 €;0,00 €;0,15 €;0,15 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Morocco - Botola 2;Football;Who wins the half?;1;1;2;0,00 €;0,00 €;0,00 €;7,33 €;7,33 €;100.00%;0,00 €;0,00 €;1,70 €  /  5,94 €  ( 28.64% )
ene-21;Football - Morocco - Botola 2;Football;Remaining time 3-way;1;1;2;0,00 €;0,00 €;0,51 €;0,25 €;-0,26 €;-101.84% ;0,00 €;0,51 €;0,01 €  /  0,02 €  ( 26.12% )
ene-21;Football - Italy - Coppa Italia, Women;Football;3-Way;0;0;1;0,00 €;0,00 €;0,00 €;3,86 €;3,86 €;100.00%;0,00 €;0,00 €;0,58 €  /  3,86 €  ( 14.97% )
ene-21;Volleyball - Croatia - Prva Liga, Women;Volleyball;2-Way;0;0;3;0,00 €;0,00 €;0,00 €;0,12 €;0,12 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Australia - W-League;Football;Who scores next ?;6;6;6;0,00 €;0,00 €;0,55 €;11,90 €;11,35 €;95.38%;0,00 €;0,55 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Australia - W-League;Football;More/less rest of half;6;6;6;0,00 €;0,00 €;98,50 €;118,29 €;19,79 €;16.73%;0,00 €;98,50 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Australia - W-League;Football;Remaining time 3-way;1;1;2;0,00 €;0,00 €;10,22 €;3,84 €;-6,38 €;-166.29% ;0,00 €;10,22 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - England Amateur - The FA Women's Super League;Football;Over/Under goals in match;0;0;1;0,00 €;0,00 €;0,00 €;1,16 €;1,16 €;100.00%;0,00 €;0,00 €;0,69 €  /  1,16 €  ( 59.77% )
ene-21;Football - Mexico - Primera Division, Clausura;Football;Correct Score AAMS;3;4;4;0,00 €;0,00 €;4,92 €;4,63 €;-0,29 €;-6.25% ;0,00 €;4,92 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Mexico - Primera Division, Clausura;Football;Double chance;2;2;3;0,00 €;0,00 €;12,86 €;6,99 €;-5,87 €;-83.98% ;0,00 €;12,86 €;0,01 €  /  0,04 €  ( 14.60% )
ene-21;Football - Mexico - Primera Division, Clausura;Football;Who scores next ?;2;3;3;0,00 €;0,00 €;0,00 €;3,01 €;3,01 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Mexico - Primera Division, Clausura;Football;More/less rest of half;1;1;1;0,00 €;0,00 €;15,29 €;6,95 €;-8,34 €;-120.00% ;0,00 €;15,29 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Mexico - Primera Division, Clausura;Football;Over/Under goals in match;2;2;3;0,00 €;0,00 €;0,49 €;12,34 €;11,85 €;96.06%;0,00 €;0,49 €;0,00 €  /  0,01 €  ( 53.29% )
ene-21;Football - Mexico - Primera Division, Clausura;Football;Both teams to score?;0;1;1;0,00 €;0,00 €;0,00 €;1,16 €;1,16 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Mexico - Primera Division, Clausura;Football;3-Way;11;11;17;0,00 €;0,00 €;16,99 €;18,20 €;1,21 €;6.65%;0,02 €;17,01 €;0,02 €  /  0,11 €  ( 14.05% )
ene-21;Football - Mexico - Primera Division, Clausura;Football;Remaining time 3-way;2;2;6;0,00 €;0,00 €;5,84 €;5,47 €;-0,37 €;-6.74% ;0,00 €;5,84 €;0,00 €  /  0,01 €  ( 40.92% )
ene-21;Football - Mexico - Primera Division, Clausura;Football;How many goals will team X score?;0;0;1;0,00 €;0,00 €;0,00 €;0,04 €;0,04 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,04 €  ( 5.10% )
ene-21;Football - Uruguay - Primera Division;Football;Double chance First Half;3;3;9;0,00 €;0,00 €;1,18 €;13,36 €;12,17 €;91.16%;0,00 €;1,18 €;1,80 €  /  13,36 €  ( 13.50% )
ene-21;Football - Uruguay - Primera Division;Football;How many goals will be scored in this game?;0;0;1;0,00 €;0,00 €;0,00 €;1,16 €;1,16 €;100.00%;0,00 €;0,00 €;0,18 €  /  1,16 €  ( 15.28% )
ene-21;Football - Uruguay - Primera Division;Football;Over/Under rest of the game;14;19;45;0,00 €;0,00 €;91,47 €;84,27 €;-7,21 €;-8.55% ;4,15 €;95,62 €;2,17 €  /  14,12 €  ( 15.34% )
ene-21;Football - Uruguay - Primera Division;Football;Both teams to score in the X half?;1;1;1;0,00 €;0,00 €;44,01 €;23,16 €;-20,85 €;-90.00% ;0,00 €;44,01 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Uruguay - Primera Division;Football;Halftime - Over/Under Bet;3;3;5;0,00 €;0,00 €;7,67 €;9,99 €;2,33 €;23.29%;0,00 €;7,67 €;0,09 €  /  0,39 €  ( 23.84% )
ene-21;Football - Uruguay - Primera Division;Football;Who wins the half?;10;10;18;0,00 €;0,00 €;1,86 €;84,92 €;83,06 €;97.81%;0,00 €;1,86 €;7,81 €  /  81,86 €  ( 9.55% )
ene-21;Football - Uruguay - Primera Division;Football;3-Way;255;260;787;0,00 €;0,32 €;1.385,85 €;1.774,07 €;387,90 €;21.87%;1,65 €;1.387,82 €;155,99 €  /  1.097,67 €  ( 14.21% )
ene-21;Football - Uruguay - Primera Division;Football;Over/Under per team;0;0;2;0,00 €;0,00 €;0,00 €;0,06 €;0,06 €;100.00%;0,00 €;0,00 €;0,01 €  /  0,03 €  ( 40.45% )
ene-21;Football - Uruguay - Primera Division;Football;Does Team X score at least one goal?;1;1;1;0,00 €;0,00 €;7,64 €;4,63 €;-3,01 €;-65.00% ;0,00 €;7,64 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Mozambique - Mocambola;Football;3-Way;0;0;2;0,00 €;0,00 €;0,00 €;0,13 €;0,13 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Palestine - 1St Divison;Football;Double chance;0;0;1;0,00 €;0,00 €;0,00 €;0,12 €;0,12 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Colombia - Primera A;Football;Who scores next ?;95;102;122;0,00 €;0,00 €;871,45 €;795,83 €;-75,62 €;-9.50% ;0,00 €;871,45 €;0,43 €  /  6,54 €  ( 6.61% )
ene-21;Football - Colombia - Primera A;Football;Over/Under goals in match;531;628;1832;96,56 €;0,00 €;5.009,00 €;6.190,53 €;1.181,53 €;19.09%;27,12 €;5.036,12 €;425,82 €  /  3.432,00 €  ( 12.41% )
ene-21;Football - Sweden - Svenska Cup, Preliminary Round;Football;Who wins the half?;1;1;1;0,00 €;0,00 €;7,64 €;4,63 €;-3,01 €;-65.00% ;0,00 €;7,64 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Sweden - Svenska Cup, Preliminary Round;Football;3-Way;0;0;4;0,00 €;0,00 €;0,00 €;0,27 €;0,27 €;100.00%;0,00 €;0,00 €;0,02 €  /  0,25 €  ( 7.26% )
ene-21;Football - Chile - Primera B, Playoffs;Football;Next goal of half;1;1;1;0,00 €;0,00 €;7,17 €;9,27 €;2,09 €;22.60%;0,00 €;7,17 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Chile - Primera B, Playoffs;Football;More/less rest of half;1;1;2;0,00 €;0,00 €;41,35 €;22,61 €;-18,73 €;-82.83% ;0,00 €;41,35 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Chile - Primera B, Playoffs;Football;Remaining time 3-way;2;2;7;0,00 €;2,36 €;0,28 €;3,86 €;1,22 €;81.37%;0,00 €;2,64 €;0,00 €  /  0,01 €  ( 33.86% )
ene-21;Football - Hungary - NB II;Football;Who scores next ?;1;1;2;0,00 €;0,00 €;0,31 €;11,81 €;11,50 €;97.35%;0,00 €;0,31 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Hungary - NB II;Football;Over/Under rest of the game;0;0;1;0,00 €;0,00 €;0,00 €;3,86 €;3,86 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Hungary - NB II;Football;Over/Under goals in match;1;1;4;0,00 €;0,00 €;0,00 €;38,91 €;38,91 €;100.00%;0,00 €;0,00 €;13,12 €  /  38,91 €  ( 33.72% )
ene-21;Football - Hungary - NB II;Football;Both teams to score?;1;1;1;0,00 €;0,00 €;0,31 €;0,23 €;-0,08 €;-35.00% ;0,00 €;0,31 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Hungary - NB II;Football;3-Way;9;9;34;0,00 €;0,00 €;38,12 €;19,57 €;-18,55 €;-94.81% ;0,00 €;38,12 €;0,23 €  /  3,10 €  ( 7.29% )
ene-21;Football - Hungary - NB II;Football;Remaining time 3-way;3;3;15;0,00 €;0,00 €;0,00 €;20,68 €;20,68 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Italy - Serie D, Girone A;Football;Both teams to score in the X half?;0;0;1;0,00 €;0,00 €;0,00 €;0,05 €;0,05 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Italy - Serie D, Girone B;Football;Both teams to score in the X half?;0;0;1;0,00 €;0,00 €;0,00 €;0,05 €;0,05 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Italy - Serie D, Girone C;Football;Over/Under goals in match;1;1;4;0,00 €;0,00 €;0,56 €;47,49 €;46,93 €;98.81%;0,03 €;0,59 €;16,94 €  /  47,17 €  ( 35.92% )
ene-21;Football - Italy - Serie D, Girone C;Football;Winning Margin;0;0;1;0,00 €;0,00 €;0,00 €;0,03 €;0,03 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Italy - Serie D, Girone D;Football;Both teams to score in the X half?;0;0;1;0,00 €;0,00 €;0,00 €;0,05 €;0,05 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Italy - Serie D, Girone E;Football;Correct score;0;0;2;0,00 €;0,00 €;0,00 €;0,33 €;0,33 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Italy - Serie D, Girone E;Football;Winning Margin;0;0;1;0,00 €;0,00 €;0,00 €;0,03 €;0,03 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Italy - Serie D, Girone F;Football;3-Way;1;1;13;0,00 €;0,00 €;0,00 €;0,81 €;0,81 €;100.00%;0,00 €;0,00 €;0,14 €  /  0,28 €  ( 51.59% )
ene-21;Football - Madagascar - Thb Champions League;Football;3-Way;0;0;1;0,00 €;0,00 €;0,00 €;0,01 €;0,01 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Madagascar - Thb Champions League;Football;Remaining time 3-way;0;0;2;0,00 €;0,00 €;0,00 €;1,67 €;1,67 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Italy - Serie C, Group A;Football;Who scores next ?;5;5;12;0,00 €;0,00 €;2,34 €;22,49 €;20,15 €;89.59%;0,00 €;2,34 €;0,03 €  /  0,09 €  ( 29.41% )
ene-21;Basketball - International - United League;Basketball;Over/Under points in Match;66;66;92;0,00 €;0,00 €;1.583,80 €;1.058,37 €;-525,43 €;-49.65% ;0,00 €;1.583,80 €;1,19 €  /  3,60 €  ( 33.20% )
ene-21;Basketball - International - United League;Basketball;Over/under points in quarter for team;11;13;13;0,00 €;0,00 €;92,78 €;160,65 €;67,87 €;42.25%;0,00 €;92,78 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Belgium - BLB, Group B;Basketball;Over/Under points in Match;2;2;2;0,00 €;0,00 €;17,14 €;9,27 €;-7,88 €;-85.00% ;0,00 €;17,14 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Ukraine - FBU Superleague;Basketball;Half-time Winner;1;1;1;0,00 €;0,00 €;0,00 €;0,23 €;0,23 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Belgium - First Division B, First Stage;Football;Draw no bet;2;2;5;0,00 €;0,00 €;10,58 €;7,66 €;-2,92 €;-38.17% ;0,00 €;10,58 €;1,59 €  /  7,66 €  ( 20.80% )
ene-21;Football - Belgium - First Division B, First Stage;Football;Who wins the half?;2;4;3;0,00 €;0,00 €;37,52 €;24,64 €;-12,88 €;-52.29% ;0,00 €;37,52 €;2,19 €  /  17,69 €  ( 12.38% )
ene-21;Football - Belgium - First Division B, First Stage;Football;3-Way;21;23;84;0,03 €;0,00 €;445,20 €;246,75 €;-198,45 €;-80.43% ;0,09 €;445,29 €;6,00 €  /  46,31 €  ( 12.95% )
ene-21;Football - Belgium - First Division B, First Stage;Football;How many goals will team X score?;1;1;1;0,00 €;0,00 €;0,91 €;0,31 €;-0,59 €;-190.00% ;0,00 €;0,91 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Nicaragua - Segunda Division;Football;3-Way;4;5;29;0,00 €;0,00 €;9,00 €;13,98 €;4,98 €;35.63%;0,04 €;9,04 €;0,07 €  /  2,10 €  ( 3.12% )
ene-21;Football - Portugal - Campeonato de Portugal, Gr. A;Football;Over/Under goals in match;0;0;1;0,00 €;0,00 €;0,00 €;0,77 €;0,77 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Portugal - Campeonato de Portugal, Gr. A;Football;3-Way;5;5;24;0,00 €;0,00 €;4,05 €;47,97 €;43,93 €;91.56%;0,07 €;4,12 €;0,52 €  /  2,99 €  ( 17.29% )
ene-21;Football - Portugal - Campeonato de Portugal, Gr. C;Football;Double chance;5;5;14;0,00 €;0,00 €;38,36 €;55,93 €;17,58 €;31.43%;0,00 €;38,36 €;7,33 €  /  55,28 €  ( 13.27% )
ene-21;Football - Portugal - Campeonato de Portugal, Gr. C;Football;3-Way;17;18;77;0,00 €;0,00 €;20,45 €;39,90 €;19,44 €;48.74%;0,03 €;20,48 €;2,09 €  /  6,31 €  ( 33.08% )
ene-21;Football - Portugal - Campeonato de Portugal, Gr. D;Football;Who wins the half?;1;1;1;0,00 €;0,00 €;5,56 €;2,32 €;-3,24 €;-140.00% ;0,00 €;5,56 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Portugal - Campeonato de Portugal, Gr. F;Football;3-Way;6;6;42;0,00 €;0,00 €;27,34 €;15,13 €;-12,21 €;-80.66% ;0,00 €;27,34 €;0,23 €  /  0,55 €  ( 42.24% )
ene-21;Football - Colombia - Primera B, Clausura;Football;Correct score;1;1;3;0,00 €;0,00 €;0,00 €;0,19 €;0,19 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Colombia - Primera B, Clausura;Football;Over/Under goals in match;76;80;342;0,00 €;1,60 €;692,88 €;641,45 €;-53,02 €;-8.29% ;4,39 €;698,87 €;41,04 €  /  260,94 €  ( 15.73% )
ene-21;Football - Colombia - Primera B, Clausura;Football;Both teams to score?;25;26;134;0,00 €;0,80 €;259,67 €;165,61 €;-94,85 €;-57.55% ;0,16 €;260,63 €;29,22 €  /  148,91 €  ( 19.62% )
ene-21;Football - Colombia - Primera B, Clausura;Football;How many goals will team X score?;3;3;33;0,00 €;0,00 €;15,95 €;6,95 €;-9,00 €;-129.47% ;0,00 €;15,95 €;1,16 €  /  6,95 €  ( 16.63% )
ene-21;Football - Colombia - Primera B, Clausura;Football;Does Team X score at least one goal?;6;6;11;0,00 €;0,00 €;65,39 €;34,17 €;-31,23 €;-91.40% ;0,00 €;65,39 €;0,77 €  /  7,48 €  ( 10.23% )
ene-21;Football - Mexico - Liga MX, Women, Clausura, Group 1;Football;Over/Under rest of the game;0;0;1;0,00 €;0,00 €;0,00 €;1,16 €;1,16 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Mexico - Liga MX, Women, Clausura, Group 1;Football;Both teams to score?;0;0;1;0,00 €;0,00 €;0,00 €;0,17 €;0,17 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Mexico - Liga MX, Women, Clausura, Group 1;Football;3-Way;2;2;9;0,00 €;0,00 €;2,86 €;2,71 €;-0,14 €;-5.22% ;0,00 €;2,86 €;0,02 €  /  0,19 €  ( 12.41% )
ene-21;Football - Brazil - U23 Brasileiro;Football;Double chance;0;0;1;0,00 €;0,00 €;0,00 €;0,05 €;0,05 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,05 €  ( 3.89% )
ene-21;Football - Brazil - Campeonato Brasileiro A2, Women;Football;Double chance;1;1;1;0,00 €;0,00 €;0,00 €;0,23 €;0,23 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Brazil - Campeonato Brasileiro A2, Women;Football;Over/Under goals in match;1;1;1;0,00 €;0,00 €;0,26 €;0,23 €;-0,03 €;-12.00% ;0,00 €;0,26 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Brazil - Campeonato Brasileiro A2, Women;Football;Both teams to score?;0;0;2;0,00 €;0,00 €;0,00 €;0,29 €;0,29 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Brazil - Campeonato Brasileiro A2, Women;Football;3-Way;3;3;10;0,00 €;0,00 €;1,96 €;4,18 €;2,22 €;53.19%;0,10 €;2,06 €;0,03 €  /  0,46 €  ( 5.78% )
ene-21;Football - Nicaragua - Primera Division;Football;More/less rest of half;0;0;1;0,00 €;0,00 €;0,00 €;0,29 €;0,29 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Nicaragua - U20 Liga Primera Juvenil;Football;Who scores next ?;2;2;3;0,00 €;0,00 €;0,34 €;0,69 €;0,36 €;51.67%;0,00 €;0,34 €;0,04 €  /  0,23 €  ( 15.94% )
ene-21;Football - Nicaragua - U20 Liga Primera Juvenil;Football;Remaining time 3-way;8;8;26;0,00 €;0,00 €;66,19 €;86,10 €;19,91 €;23.13%;0,20 €;66,39 €;0,03 €  /  0,09 €  ( 35.83% )
ene-21;Football - Brazil - Copa Santa Catarina;Football;Over/Under rest of the game;4;4;10;0,00 €;4,69 €;7,24 €;8,94 €;-2,99 €;-70.35% ;0,00 €;11,93 €;0,01 €  /  0,18 €  ( 4.71% )
ene-21;Football - Costa Rica - Liga de Ascenso, Clausura;Football;Double chance;2;2;16;0,00 €;0,00 €;0,00 €;3,33 €;3,33 €;100.00%;0,00 €;0,00 €;0,24 €  /  0,71 €  ( 34.36% )
ene-21;Football - Costa Rica - Liga de Ascenso, Clausura;Football;Who scores next ?;3;3;4;0,00 €;0,00 €;9,03 €;7,41 €;-1,62 €;-21.81% ;0,00 €;9,03 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Costa Rica - Liga de Ascenso, Clausura;Football;Over/Under rest of the game;2;2;5;0,00 €;0,00 €;1,79 €;10,62 €;8,83 €;83.14%;0,00 €;1,79 €;0,18 €  /  1,16 €  ( 15.28% )
ene-21;Football - Costa Rica - Liga de Ascenso, Clausura;Football;Who wins the half?;1;1;1;0,00 €;0,00 €;0,00 €;0,46 €;0,46 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Argentina - Torneo Regional Federal Amateur;Football;Who scores next ?;7;7;11;0,00 €;0,00 €;528,48 €;168,82 €;-359,66 €;-213.05% ;0,00 €;528,48 €;0,05 €  /  0,24 €  ( 20.27% )
ene-21;Football - Argentina - Torneo Regional Federal Amateur;Football;Remaining time 3-way;9;10;30;0,00 €;0,00 €;46,60 €;72,68 €;26,08 €;35.88%;0,23 €;46,83 €;0,01 €  /  0,07 €  ( 11.63% )
ene-21;Basketball - International - Champions League Americas, Gr. B;Basketball;Halftime handicap;1;1;1;0,00 €;0,00 €;93,55 €;40,68 €;-52,88 €;-130.00% ;0,00 €;93,55 €;3,81 €  /  40,68 €  ( 9.36% )
ene-21;Basketball - International - Champions League Americas, Gr. C;Basketball;Over/Under points at Half-time;3;3;3;0,00 €;0,00 €;0,00 €;37,29 €;37,29 €;100.00%;0,00 €;0,00 €;2,74 €  /  37,29 €  ( 7.33% )
ene-21;Basketball - International - Champions League Americas, Gr. C;Basketball;Match Winner;0;0;2;0,00 €;0,00 €;0,00 €;0,41 €;0,41 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Spain Amateur - Tercera Division, Group 6 B;Football;3-Way;0;0;2;0,00 €;0,00 €;0,00 €;0,04 €;0,04 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Spain Amateur - Tercera Division, Group 6 B;Football;Remaining time 3-way;0;0;1;0,00 €;0,00 €;0,00 €;1,93 €;1,93 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Italy - Serie A2, Girone Verde;Basketball;Half-time Winner;1;1;1;0,00 €;0,00 €;0,42 €;0,23 €;-0,19 €;-80.00% ;0,00 €;0,42 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Italy - Serie A2, Girone Verde;Basketball;Handicap;13;13;16;0,00 €;3,95 €;299,70 €;297,06 €;-6,59 €;-2.25% ;0,00 €;303,65 €;0,00 €  /  0,00 €  ( 0.00% )
